nombre,correo,ciclo,carrera,codigo
Paki Adkins,pakiadkins3457@utec.edu,2,CS,202162987
Karina Myers,karinamyers@utec.edu,9,Ingenieria industrial,202297245
Nash Spears,nashspears@utec.edu,5,Ingenieria industrial,202211684
Abbot Morris,abbotmorris@utec.edu,3,Ingenieria mecatronica,202261496
Miranda Castillo,mirandacastillo@utec.edu,5,Ingenieria mecatronica,202345977
Aristotle Brock,aristotlebrock@utec.edu,10,Ingenieria ambiental,202240410
Imogene Murray,imogenemurray5348@utec.edu,2,Ingenieria ambiental,202165800
Oliver Gonzales,olivergonzales7330@utec.edu,9,Ingenieria electronica,202297312
Noelani Jimenez,noelanijimenez@utec.edu,8,Ingenieria electronica,202199178
Phoebe Lindsey,phoebelindsey@utec.edu,2,Ingenieria industrial,202194667
Brett Gaines,brettgaines7222@utec.edu,6,Ingenieria mecanica,202302110
Audrey Hancock,audreyhancock@utec.edu,4,Ingenieria industrial,202362159
Claire Roberts,claireroberts3632@utec.edu,3,Ingenieria quimica,202141853
Andrew Solomon,andrewsolomon@utec.edu,9,Ingenieria industrial,202144789
Fletcher Mckinney,fletchermckinney9228@utec.edu,2,Ingenieria ambiental,202111468
Mannix Bradshaw,mannixbradshaw@utec.edu,9,DS,202219171
Hector Bennett,hectorbennett2615@utec.edu,5,Ingenieria industrial,202315764
Kelsey Hoffman,kelseyhoffman@utec.edu,7,Ingenieria mecanica,202193177
Brady Church,bradychurch1262@utec.edu,7,Ingenieria ambiental,202251207
Dana Green,danagreen205@utec.edu,8,CS,202142868
Solomon Webster,solomonwebster6474@utec.edu,3,CS,202396227
Griffith Berry,griffithberry@utec.edu,1,Ingenieria quimica,202397247
Jane Haley,janehaley@utec.edu,6,Administracion de negocios,202227701
Germaine Cole,germainecole@utec.edu,9,Ingenieria mecanica,202297753
Malcolm Ellis,malcolmellis@utec.edu,5,Ingenieria mecatronica,202155091
Ella Mccray,ellamccray8999@utec.edu,6,DS,202254021
Lael Booker,laelbooker4866@utec.edu,5,Ingenieria civil,202295289
Belle Fox,bellefox1672@utec.edu,8,DS,202398340
Joshua Huff,joshuahuff3570@utec.edu,8,Administracion de negocios,202323517
Hall Stout,hallstout@utec.edu,7,Ingenieria mecanica,202397433
Madaline Orr,madalineorr3325@utec.edu,5,Ingenieria electronica,202175309
Quon Wiggins,quonwiggins8072@utec.edu,10,Bioingenieria,202189984
Yardley Ramirez,yardleyramirez@utec.edu,3,Ingenieria electronica,202326192
Irene Mosley,irenemosley@utec.edu,5,Ingenieria electronica,202374433
Rhonda Russo,rhondarusso@utec.edu,2,Bioingenieria,202272939
Axel Nelson,axelnelson@utec.edu,6,Administracion de negocios,202228633
Demetrius Mcmahon,demetriusmcmahon1431@utec.edu,6,Ingenieria mecanica,202242614
Mira Norton,miranorton2124@utec.edu,5,Ingenieria quimica,202109742
Mark Cabrera,markcabrera8494@utec.edu,8,DS,202274444
Xaviera English,xavieraenglish4627@utec.edu,6,Ingenieria civil,202134787
Jael Vincent,jaelvincent8640@utec.edu,8,CS,202333302
Eleanor Merritt,eleanormerritt@utec.edu,5,Ingenieria mecatronica,202191004
Remedios Woods,remedioswoods2542@utec.edu,7,Administracion de negocios,202266592
Summer Bradshaw,summerbradshaw@utec.edu,9,CS,202340083
Nell Carrillo,nellcarrillo3814@utec.edu,5,Ingenieria de la energia,202310260
Kelsey Norton,kelseynorton8199@utec.edu,8,DS,202286884
Isabelle Pace,isabellepace332@utec.edu,3,Ingenieria quimica,202337282
Sharon Kim,sharonkim@utec.edu,3,Ingenieria industrial,202212205
Aphrodite Gamble,aphroditegamble5453@utec.edu,5,DS,202185360
Len Ware,lenware9408@utec.edu,4,Bioingenieria,202213379
Summer Greene,summergreene@utec.edu,2,CS,202236191
Buffy Stone,buffystone@utec.edu,9,CS,202174236
Thomas Farley,thomasfarley8205@utec.edu,4,Ingenieria industrial,202238081
Christian Cobb,christiancobb@utec.edu,4,CS,202136796
Lewis Simmons,lewissimmons6766@utec.edu,1,Bioingenieria,202336901
Jordan Kirk,jordankirk@utec.edu,8,Ingenieria quimica,202387557
Orson Buckley,orsonbuckley@utec.edu,5,Ingenieria electronica,202306338
Marah Hammond,marahhammond@utec.edu,2,Bioingenieria,202189615
Kylie Mcfarland,kyliemcfarland@utec.edu,5,Ingenieria mecatronica,202320085
Kato Vance,katovance@utec.edu,2,Ingenieria mecanica,202356024
Blythe Mccall,blythemccall@utec.edu,7,Bioingenieria,202242710
Nita Moreno,nitamoreno3821@utec.edu,2,Ingenieria electronica,202123222
Adrian Lyons,adrianlyons@utec.edu,3,Ingenieria electronica,202351960
Austin Hensley,austinhensley@utec.edu,10,Ingenieria industrial,202280926
Wanda Gutierrez,wandagutierrez4454@utec.edu,7,Ingenieria mecanica,202362878
Reece Riley,reeceriley@utec.edu,2,Bioingenieria,202295127
Emma Levine,emmalevine3592@utec.edu,10,DS,202360613
Maite Horne,maitehorne@utec.edu,2,Ingenieria mecatronica,202217189
Illiana Hamilton,illianahamilton@utec.edu,7,DS,202301934
Lydia Valentine,lydiavalentine@utec.edu,6,Administracion de negocios,202361212
Keith Lang,keithlang@utec.edu,10,Ingenieria quimica,202217601
Zachery Dickson,zacherydickson@utec.edu,3,Ingenieria electronica,202221437
Otto Farley,ottofarley@utec.edu,5,Bioingenieria,202103540
Dora Berry,doraberry4057@utec.edu,4,Ingenieria mecanica,202253305
Keefe Randall,keeferandall3717@utec.edu,1,Ingenieria mecanica,202229744
Kylee Guthrie,kyleeguthrie4076@utec.edu,5,Bioingenieria,202222988
Zephr Ingram,zephringram8741@utec.edu,9,Bioingenieria,202116880
Colby Cantrell,colbycantrell3499@utec.edu,7,DS,202186873
Violet Martin,violetmartin6841@utec.edu,9,Ingenieria quimica,202328847
Kyle Dunlap,kyledunlap@utec.edu,10,Ingenieria mecanica,202126921
Martena Gomez,martenagomez@utec.edu,2,Ingenieria electronica,202273959
Harding Mcneil,hardingmcneil1675@utec.edu,9,Administracion de negocios,202103627
Quinn Pugh,quinnpugh4873@utec.edu,3,Ingenieria ambiental,202393087
Coby Glover,cobyglover2025@utec.edu,4,Administracion de negocios,202197553
Isabella Mclean,isabellamclean@utec.edu,3,Ingenieria electronica,202363066
Cameron Roman,cameronroman@utec.edu,5,CS,202268692
Brady Cote,bradycote@utec.edu,1,Bioingenieria,202157126
Chanda Morin,chandamorin@utec.edu,2,Ingenieria mecatronica,202376707
Zenaida Koch,zenaidakoch@utec.edu,8,Administracion de negocios,202136575
Winifred Owens,winifredowens@utec.edu,5,Ingenieria quimica,202275658
Xavier Combs,xaviercombs@utec.edu,8,Ingenieria civil,202142043
Quentin Warner,quentinwarner8338@utec.edu,5,DS,202316450
Ivy Noble,ivynoble3635@utec.edu,7,Administracion de negocios,202332521
Yasir Underwood,yasirunderwood4664@utec.edu,3,Ingenieria ambiental,202128764
Linus French,linusfrench3317@utec.edu,3,Administracion de negocios,202297071
Germaine Brewer,germainebrewer@utec.edu,10,Ingenieria quimica,202137882
Abdul Ashley,abdulashley3006@utec.edu,4,Ingenieria mecatronica,202110192
Joel Bradley,joelbradley7940@utec.edu,2,Ingenieria electronica,202130794
Myra Diaz,myradiaz@utec.edu,2,DS,202188088
Driscoll Gonzalez,driscollgonzalez5089@utec.edu,4,Ingenieria de la energia,202108222
Mikayla Ayers,mikaylaayers@utec.edu,5,Ingenieria quimica,202188859
Lewis Snyder,lewissnyder@utec.edu,5,Ingenieria quimica,202290082
Athena Hatfield,athenahatfield@utec.edu,3,DS,202206469
Amy Dyer,amydyer2656@utec.edu,4,Ingenieria ambiental,202315751
Keiko Mcdowell,keikomcdowell2739@utec.edu,1,Ingenieria de la energia,202233614
Olympia Whitley,olympiawhitley@utec.edu,5,DS,202204231
Carla Lyons,carlalyons7700@utec.edu,8,Ingenieria electronica,202179631
Lareina Avery,lareinaavery9912@utec.edu,6,Ingenieria civil,202354415
Nathaniel Price,nathanielprice3584@utec.edu,7,Ingenieria mecatronica,202248863
Noah Ramos,noahramos@utec.edu,5,DS,202116104
Nathan Frederick,nathanfrederick4505@utec.edu,2,Ingenieria civil,202300091
Ora Preston,orapreston1049@utec.edu,8,Ingenieria ambiental,202107853
Cassady Mclaughlin,cassadymclaughlin@utec.edu,1,Administracion de negocios,202170045
Drake Mccarty,drakemccarty6303@utec.edu,7,Ingenieria de la energia,202389946
Reed Robertson,reedrobertson@utec.edu,7,Ingenieria industrial,202117444
Buckminster Blackwell,buckminsterblackwell@utec.edu,7,Bioingenieria,202287247
Peter Callahan,petercallahan5488@utec.edu,2,Ingenieria ambiental,202385437
Montana Stephens,montanastephens1511@utec.edu,9,Bioingenieria,202311486
Ramona Faulkner,ramonafaulkner@utec.edu,8,Ingenieria quimica,202122013
Tanner Armstrong,tannerarmstrong@utec.edu,2,DS,202300963
Jamalia Shepherd,jamaliashepherd9179@utec.edu,1,DS,202122756
Deborah Schwartz,deborahschwartz@utec.edu,2,Administracion de negocios,202369252
Dahlia Lane,dahlialane@utec.edu,7,Ingenieria de la energia,202336613
Denton Clay,dentonclay@utec.edu,6,Ingenieria civil,202257170
Jermaine Zamora,jermainezamora7810@utec.edu,5,DS,202268336
Keegan Cote,keegancote@utec.edu,1,Ingenieria mecatronica,202352569
Basil Hansen,basilhansen@utec.edu,2,Ingenieria de la energia,202324317
Carter Roth,carterroth@utec.edu,7,Ingenieria ambiental,202345077
Davis Watts,daviswatts9264@utec.edu,3,Ingenieria industrial,202160064
Tana Pruitt,tanapruitt@utec.edu,8,Ingenieria industrial,202334619
Martena Waters,martenawaters@utec.edu,7,Ingenieria quimica,202399977
Echo Velasquez,echovelasquez@utec.edu,4,Ingenieria mecatronica,202138824
Ross Cain,rosscain9240@utec.edu,9,Ingenieria industrial,202378853
Elliott Patrick,elliottpatrick7199@utec.edu,4,Ingenieria de la energia,202398594
Dacey Lang,daceylang887@utec.edu,6,Bioingenieria,202382467
Maris Munoz,marismunoz4908@utec.edu,9,Administracion de negocios,202317341
Jael William,jaelwilliam3713@utec.edu,8,Ingenieria quimica,202362558
Fallon Lynn,fallonlynn7287@utec.edu,5,Ingenieria electronica,202305015
Sheila Lara,sheilalara@utec.edu,10,Ingenieria de la energia,202397220
Merrill Padilla,merrillpadilla580@utec.edu,6,Ingenieria quimica,202264458
Joshua Mccall,joshuamccall@utec.edu,4,Ingenieria industrial,202128059
Harriet Todd,harriettodd@utec.edu,4,Ingenieria mecanica,202143488
Bert Henson,berthenson7413@utec.edu,9,CS,202214175
Mikayla Sparks,mikaylasparks5025@utec.edu,7,Ingenieria mecatronica,202243033
Ethan Merritt,ethanmerritt5635@utec.edu,3,Bioingenieria,202389371
Tarik Strong,tarikstrong9221@utec.edu,3,Ingenieria civil,202279442
Garth Barnes,garthbarnes3340@utec.edu,6,Ingenieria de la energia,202153898
Yasir Alford,yasiralford@utec.edu,10,CS,202290077
Tyler Stewart,tylerstewart@utec.edu,3,Administracion de negocios,202373581
Ivy Bryant,ivybryant@utec.edu,7,Bioingenieria,202354001
Calista Terry,calistaterry6218@utec.edu,9,Ingenieria civil,202196329
Lars Oneil,larsoneil@utec.edu,3,CS,202384898
Kai Garcia,kaigarcia1787@utec.edu,2,Ingenieria de la energia,202185210
Rogan Garcia,rogangarcia1970@utec.edu,3,Ingenieria mecanica,202185899
Cynthia Schneider,cynthiaschneider805@utec.edu,2,Ingenieria mecatronica,202196870
Lara Bright,larabright@utec.edu,4,Ingenieria de la energia,202293985
Orli Shannon,orlishannon2514@utec.edu,3,Bioingenieria,202106884
Jerome Campos,jeromecampos@utec.edu,9,DS,202322873
Fleur David,fleurdavid3582@utec.edu,9,Bioingenieria,202390303
Willow Livingston,willowlivingston1392@utec.edu,8,Ingenieria industrial,202286768
Jonas Chen,jonaschen351@utec.edu,2,CS,202292320
Norman Salinas,normansalinas9180@utec.edu,1,Ingenieria mecanica,202135312
Nyssa Ortiz,nyssaortiz6017@utec.edu,3,Bioingenieria,202393789
Travis Craft,traviscraft@utec.edu,6,Ingenieria ambiental,202308482
Risa Jensen,risajensen1121@utec.edu,5,Administracion de negocios,202374500
Jennifer Moreno,jennifermoreno@utec.edu,5,Ingenieria civil,202301057
Leslie Hewitt,lesliehewitt@utec.edu,4,Administracion de negocios,202252695
Calista Mcdowell,calistamcdowell@utec.edu,9,Ingenieria electronica,202308083
Quinn Moreno,quinnmoreno@utec.edu,7,Ingenieria industrial,202239849
Chelsea Glover,chelseaglover3928@utec.edu,6,Ingenieria ambiental,202162416
Jeremy Foster,jeremyfoster3760@utec.edu,5,DS,202226494
Benedict Barnes,benedictbarnes@utec.edu,8,DS,202254159
Kennedy Burt,kennedyburt9866@utec.edu,7,Ingenieria ambiental,202236265
Wylie Nichols,wylienichols8403@utec.edu,9,Ingenieria industrial,202120978
Anne Wheeler,annewheeler194@utec.edu,8,Ingenieria quimica,202268875
Alfonso York,alfonsoyork7149@utec.edu,7,Ingenieria quimica,202176069
Brock Leonard,brockleonard8669@utec.edu,2,Ingenieria de la energia,202324826
Jenette Huff,jenettehuff@utec.edu,5,Ingenieria mecanica,202364205
Zeph Small,zephsmall5206@utec.edu,3,Ingenieria ambiental,202259398
Mona Durham,monadurham@utec.edu,7,DS,202331909
Ivory Butler,ivorybutler1627@utec.edu,9,Ingenieria de la energia,202323083
Clio Robertson,cliorobertson@utec.edu,3,Ingenieria quimica,202236085
Maxine Schmidt,maxineschmidt@utec.edu,3,Ingenieria industrial,202330111
Yasir Acosta,yasiracosta@utec.edu,7,Administracion de negocios,202313910
Aaron Travis,aarontravis@utec.edu,4,Ingenieria civil,202285514
Rhiannon Burris,rhiannonburris@utec.edu,4,Ingenieria civil,202191712
Heidi Zimmerman,heidizimmerman@utec.edu,8,Administracion de negocios,202348416
Guy Mcclure,guymcclure@utec.edu,7,Ingenieria mecatronica,202146674
Bertha Buckner,berthabuckner@utec.edu,6,DS,202352109
Haley Larson,haleylarson3763@utec.edu,3,Ingenieria mecanica,202196419
Evangeline O'connor,evangelineoconnor9282@utec.edu,6,Bioingenieria,202224104
Castor Torres,castortorres6057@utec.edu,9,Ingenieria quimica,202338266
Dylan Craig,dylancraig8168@utec.edu,8,Bioingenieria,202358677
Hedy Livingston,hedylivingston@utec.edu,3,Ingenieria quimica,202370348
Ryder Pratt,ryderpratt@utec.edu,10,Ingenieria electronica,202346301
Kameko Pollard,kamekopollard655@utec.edu,8,Bioingenieria,202284508
Reagan Murphy,reaganmurphy5240@utec.edu,9,Bioingenieria,202270209
Lacy Valenzuela,lacyvalenzuela7788@utec.edu,2,CS,202385573
Nadine Snow,nadinesnow@utec.edu,10,Ingenieria quimica,202285234
Jesse Stone,jessestone4515@utec.edu,7,Ingenieria quimica,202133996
Chaim Holder,chaimholder681@utec.edu,9,Ingenieria quimica,202249549
Allen Mullins,allenmullins547@utec.edu,6,Ingenieria de la energia,202271570
Theodore Branch,theodorebranch@utec.edu,3,Ingenieria mecatronica,202140028
Baxter O'donnell,baxterodonnell8861@utec.edu,8,Ingenieria ambiental,202178125
Clio Hoffman,cliohoffman@utec.edu,5,Ingenieria civil,202278266
Norman Rhodes,normanrhodes1099@utec.edu,3,Ingenieria ambiental,202323746
Chantale Conley,chantaleconley3232@utec.edu,3,Ingenieria civil,202130378
Camilla Dillon,camilladillon9384@utec.edu,4,Ingenieria de la energia,202259543
Raya Goodman,rayagoodman5958@utec.edu,3,Ingenieria industrial,202335250
Brenden Wade,brendenwade@utec.edu,9,Administracion de negocios,202165282
Lionel Hopkins,lionelhopkins4170@utec.edu,3,Ingenieria mecanica,202225209
Isaac Kirk,isaackirk9237@utec.edu,5,Ingenieria industrial,202330683
Urielle Horne,uriellehorne4362@utec.edu,8,Administracion de negocios,202240231
Raymond Cooley,raymondcooley@utec.edu,6,Bioingenieria,202194854
Elliott Sears,elliottsears6726@utec.edu,6,Administracion de negocios,202273463
Karina Britt,karinabritt2163@utec.edu,7,Ingenieria mecatronica,202231151
Cheryl Berry,cherylberry@utec.edu,2,Ingenieria quimica,202355537
Barrett Ruiz,barrettruiz1883@utec.edu,4,Ingenieria quimica,202346318
Breanna Salinas,breannasalinas87@utec.edu,9,Ingenieria mecanica,202147142
Maxine Harmon,maxineharmon6619@utec.edu,8,Ingenieria quimica,202244361
Erica Huber,ericahuber@utec.edu,3,Ingenieria mecatronica,202194032
Howard Murray,howardmurray8559@utec.edu,5,Ingenieria mecanica,202189494
Hayley Decker,hayleydecker5510@utec.edu,5,Ingenieria quimica,202150190
Baker Jensen,bakerjensen8851@utec.edu,2,Ingenieria mecanica,202302463
Sylvester Ferrell,sylvesterferrell833@utec.edu,4,Ingenieria civil,202112639
Kyra Hughes,kyrahughes5255@utec.edu,5,DS,202119345
Cameron Mcneil,cameronmcneil@utec.edu,5,Ingenieria mecatronica,202233574
Garth May,garthmay4307@utec.edu,8,Administracion de negocios,202190826
Beau Valentine,beauvalentine383@utec.edu,8,Ingenieria mecatronica,202356927
Lionel Barry,lionelbarry@utec.edu,6,Administracion de negocios,202343562
Herrod Rush,herrodrush@utec.edu,3,DS,202175054
Anjolie Sparks,anjoliesparks4390@utec.edu,2,Administracion de negocios,202323825
Madonna Hurst,madonnahurst3426@utec.edu,4,CS,202251337
Moana Wong,moanawong@utec.edu,4,Administracion de negocios,202139302
Kim Merritt,kimmerritt1508@utec.edu,8,Ingenieria mecanica,202217341
Christopher Grant,christophergrant6384@utec.edu,4,CS,202144195
Nissim Brooks,nissimbrooks@utec.edu,6,DS,202125862
Quinn Blake,quinnblake@utec.edu,7,Bioingenieria,202264102
Myles Avila,mylesavila@utec.edu,6,DS,202104233
Fritz Cotton,fritzcotton9715@utec.edu,2,Ingenieria quimica,202331473
Odysseus Hunt,odysseushunt2125@utec.edu,1,Ingenieria ambiental,202135769
Donna Ross,donnaross@utec.edu,5,Ingenieria quimica,202346101
Gil Stark,gilstark2158@utec.edu,10,Ingenieria quimica,202304805
Fritz Lamb,fritzlamb@utec.edu,6,Ingenieria industrial,202234679
Kaye Gray,kayegray@utec.edu,3,Ingenieria industrial,202273792
Sybil Duke,sybilduke@utec.edu,4,Bioingenieria,202114475
Brett Diaz,brettdiaz4721@utec.edu,10,DS,202126996
Orson Osborne,orsonosborne7748@utec.edu,10,Bioingenieria,202318729
Elaine Good,elainegood@utec.edu,3,DS,202394155
Ali Wong,aliwong2475@utec.edu,6,CS,202234509
Nita Mcmahon,nitamcmahon5688@utec.edu,3,Ingenieria civil,202148801
Nina Randolph,ninarandolph@utec.edu,2,Ingenieria ambiental,202320427
Jaquelyn Burt,jaquelynburt@utec.edu,2,DS,202220375
Kerry Murphy,kerrymurphy@utec.edu,6,Ingenieria de la energia,202161293
Olympia Rose,olympiarose@utec.edu,8,DS,202319817
Ocean Harrington,oceanharrington@utec.edu,5,DS,202215354
Dominique Washington,dominiquewashington8172@utec.edu,7,Ingenieria civil,202352203
Deacon York,deaconyork@utec.edu,9,Ingenieria civil,202313451
Shelby Graves,shelbygraves6614@utec.edu,2,Administracion de negocios,202126362
Lilah Ayers,lilahayers2173@utec.edu,8,Administracion de negocios,202361212
Kaseem Jennings,kaseemjennings@utec.edu,2,Ingenieria quimica,202145015
Xena Hartman,xenahartman@utec.edu,5,DS,202111228
Raven Perry,ravenperry@utec.edu,3,Bioingenieria,202137945
Tiger Townsend,tigertownsend9138@utec.edu,2,Ingenieria de la energia,202247194
Kasimir Morton,kasimirmorton69@utec.edu,5,Ingenieria mecatronica,202121151
Felix Barker,felixbarker@utec.edu,7,Ingenieria electronica,202147478
Edan Contreras,edancontreras@utec.edu,5,Administracion de negocios,202293750
Deanna Anderson,deannaanderson@utec.edu,9,Ingenieria electronica,202353305
Zachery Roberson,zacheryroberson2312@utec.edu,3,Ingenieria quimica,202234449
Shelby Schneider,shelbyschneider3664@utec.edu,9,Ingenieria ambiental,202148168
Galvin Underwood,galvinunderwood9412@utec.edu,5,Ingenieria mecanica,202257190
Ira Mcfarland,iramcfarland@utec.edu,2,CS,202296430
Zenia Rodriguez,zeniarodriguez4810@utec.edu,8,Ingenieria industrial,202286889
Tiger Carter,tigercarter2874@utec.edu,9,Ingenieria de la energia,202378201
Angelica Bradford,angelicabradford2911@utec.edu,6,Ingenieria industrial,202127299
Alice Combs,alicecombs2980@utec.edu,4,Ingenieria mecatronica,202332474
Peter Fox,peterfox@utec.edu,3,Ingenieria industrial,202261613
Kareem Miles,kareemmiles@utec.edu,10,Ingenieria ambiental,202373018
Aquila Reid,aquilareid@utec.edu,2,Ingenieria ambiental,202271153
Maris Riley,marisriley6512@utec.edu,10,Ingenieria de la energia,202170720
Wallace Case,wallacecase7241@utec.edu,10,Ingenieria mecanica,202390702
Jillian Livingston,jillianlivingston6775@utec.edu,5,Bioingenieria,202126168
